"Freq [GHz]","im(Gamma(Input:1)) []","im(Gamma(Input:2)) []","im(Gamma(Input:3)) []","im(Gamma(Input:4)) []","im(Gamma(Input:5)) []","im(Gamma(Input:6)) []"
10,158.334019271441,0.0203282606823964,0.0301544409414122,0.0308644567616044,0.0101499270985348,0.0178638869133577
