"Freq [GHz]","im(Gamma(Input:1)) []","im(Gamma(Input:2)) []","im(Gamma(Input:3)) []","im(Gamma(Input:4)) []","im(Gamma(Input:5)) []","im(Gamma(Input:6)) []"
10,158.333595746333,0.0202883835936764,0.0301894925148887,0.0312108639645508,0.00987486176910473,0.0176624488455486
