"Freq [GHz]","im(Gamma(Input:1)) []","im(Gamma(Input:2)) []","im(Gamma(Input:3)) []","im(Gamma(Input:4)) []","im(Gamma(Input:5)) []","im(Gamma(Input:6)) []"
10,158.334020782725,0.0203283890125648,0.0301548868665169,0.0308663965230905,0.0101489841870465,0.0178624595396273
