"Freq [GHz]","im(Gamma(Input:1)) []","im(Gamma(Input:2)) []","im(Gamma(Input:3)) []","im(Gamma(Input:4)) []","im(Gamma(Input:5)) []","im(Gamma(Input:6)) []"
10,182.564866069715,158.326086866549,120.184442363394,120.155077984774,38.0050045843722,0.0199019051854682
