"Freq [GHz]","re(Gamma(Input:1)) []","re(Gamma(Input:2)) []","re(Gamma(Input:3)) []","re(Gamma(Input:4)) []","re(Gamma(Input:5)) []","re(Gamma(Input:6)) []"
10,0.00474168025081454,0.00645861023455555,0.0153723181290344,0.00959969356828912,0.0408890295924611,132.219854381215
