"Freq [GHz]","dB(S(Twist_Input:1,Twist_Output:1)) []","dB(S(Twist_Input:2,Twist_Output:2)) []","dB(S(Twist_Input:3,Twist_Output:3)) []","dB(S(Twist_Input:4,Twist_Output:4)) []","dB(S(Twist_Input:5,Twist_Output:5)) []","dB(S(Twist_Input:6,Twist_Output:6)) []"
10,-0.0584863423839951,-59.0853749624569,-75.0093553249223,-84.2835030907086,-75.8157294827872,-97.492324336646
