"Freq [GHz]","im(Gamma(Twist_Input:1)) []","im(Gamma(Twist_Input:2)) []","im(Gamma(Twist_Input:3)) []","im(Gamma(Twist_Input:4)) []","im(Gamma(Twist_Input:5)) []","im(Gamma(Twist_Input:6)) []"
10,158.333699323515,0.0203100838564412,0.0301553718896471,0.0310985279796214,0.0099115789560424,0.0177561025320491
